date_time,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance 280-440,Global Horizontal UV Irradiance 295-385,pv_new,l1,l2,l3,h1,h2,h3,dim_1,pv,dim_l1,dim_l2,dim_l3,dim_l4,dim_l5,dim_l6,dim_l7,dim_h1,dim_h2,dim_h3,dim_h4,dim_h5,dim_h6,dim_h7
2019/5/19 19:30,0.062780269,0.006141249,0.027751196,0.201923077,0.333674514,0.080382775,0.5,0.618181818,0.687675915,1,1,0.283783784,0.432432432,0.756302521,0.762636851,0.076595745,0.2,0,0,0.028446788,0.029310345,-3.9,-5.5,0.0102,0.0473,-0.171,0.352935447,0.458885888,0.495059705,0.705695862,1.009758366,1.448311093,2.078701562,2.981700193,4.270010398,0.011412554,-0.016293306,0.004302817,0.01664294,-0.023350842,0.00984132,-0.014578412
2019/5/19 20:00,0.01793722,0.00716479,0.007655502,0.081730769,0.099283521,0.019138756,0.5,0.627272727,0.741455569,0.71,1,0.22972973,0.432432432,0.764705882,0.80736082,0.055319149,0.266666667,0,0,0.004125653,0.022413793,-4.09,-5.71,-0.029,-0.178,0.16,0.318598959,-0.268261569,0.502197038,0.72524239,1.043395465,1.49519025,2.134190191,3.034469399,4.298930564,0.000350178,0.001741593,0.007293493,-0.038803431,0.131892796,-0.23173508,0.235831277
2019/5/19 20:30,0,0,0,0,0,0,0.5,0.627272727,0.798049859,0,1,0.216216216,0.405405405,0.773109244,0.826694619,0.042553191,0.266666667,0,0,0.010393229,0.017241379,-4.02,-5.67,0.00881,0.0415,-0.186,0.273318058,-0.080875093,0.520549362,0.740011629,1.047097196,1.475093392,2.070889956,2.900113329,4.056826724,-0.013640357,0.018331173,-0.013859396,-0.022537972,0.115151199,-0.213822305,0.23166529
2019/5/20 6:00,0.01793722,0.042988741,0.007655502,0.038461538,0.042988741,0.007655502,0,0.609090909,0.757941295,0,1,0.175675676,0.324324324,0.865546218,0.840787328,0.017021277,0.466666667,0,0,0.010294918,0.055172414,-3.8,-5.61,0.0565,-0.0353,-0.0743,0.261251793,-0.083814375,0.499360839,0.695284962,0.965487927,1.340435314,1.862333797,2.592998652,3.621120142,-0.01387745,0.014245338,-0.015666557,0.005751845,0.010837239,0.014597843,-0.079589701
2019/5/20 6:30,0.076233184,0.273285568,0.057416268,0.163461538,0.273285568,0.057416268,0,0.609090909,0.706473663,0,1,0.216216216,0.324324324,0.851540616,0.795481016,0.046808511,0.466666667,0,0,0.023368333,0.05862069,-3.82,-5.31,-0.0523,-0.163,0.385,0.297053432,0.307051466,0.437613355,0.603909975,0.838016484,1.167817601,1.635552877,2.300887297,3.245748321,0.009287108,-0.006882294,0.009036121,-0.002427485,-0.039180314,0.168293576,-0.325718786
2019/5/20 7:00,0.116591928,0.348004094,0.111961722,0.259615385,0.4790174,0.137799043,0,0.645454545,0.650583032,0.29,1,0.243243243,0.324324324,0.840336134,0.803517354,0.076595745,0.466666667,0.086694256,0.084000166,0.05870143,0.1,-3.26,-4.77,0.0735,0.376,0.0396,0.351155323,1.363431935,0.380376473,0.536405372,0.759461946,1.079747115,1.538579155,2.191063612,3.113632281,0.003107521,-0.018994372,0.026035698,-0.023060013,-0.017117228,0.123685078,-0.225625655
2019/5/20 7:30,0.17264574,0.439099284,0.192344498,0.326923077,0.612077789,0.23062201,0,0.645454545,0.592983514,0.14,1,0.27027027,0.351351351,0.834733894,0.779524808,0.093617021,0.533333333,0.155219178,0.151921404,0.101629509,0.139655172,-2.83,-4.15,0.0624,0.0554,-0.437,0.381187561,2.64688539,0.378105331,0.544390236,0.782756044,1.123109398,1.60384854,2.280448704,3.234041192,0.003518612,-0.008295879,0.012578174,-0.012850602,0.002061254,0.008136489,0.060960619
2019/5/20 8:00,0.188340807,0.657113613,0.316746411,0.379807692,0.70419652,0.329186603,0,0.645454545,0.53437877,0,1,0.283783784,0.351351351,0.826330532,0.754018169,0.110638298,0.533333333,0.269269964,0.265538985,0.098171947,0.160344828,-2.34,-3.17,0.413,-0.627,0.264,0.412383066,2.543512013,0.429203471,0.614597429,0.877838959,1.246282867,1.763766212,2.495736793,3.536324605,0.001816543,0.004718448,-0.013797148,0.020429684,-0.016855602,-0.034771556,0.207675986
2019/5/20 8:30,0.264573991,0.559877175,0.362679426,0.418269231,0.770726714,0.427751196,0,0.645454545,0.474969843,0,1,0.297297297,0.351351351,0.823529412,0.724784533,0.131914894,0.533333333,0.321746033,0.318789583,0.153677744,0.316724138,-1.1,-1.61,-1.24,0.185,0.117,0.429036315,4.203011065,0.492439797,0.697591003,0.982690227,1.385109376,1.959155025,2.780267374,3.953712169,-0.009774465,0.009541386,-0.022553642,0.033190173,-0.032104008,-0.012924485,0.13465762
2019/5/20 9:00,0.410313901,0.424769703,0.4,0.451923077,0.819856704,0.524401914,0,0.645454545,0.415158826,0,1,0.310810811,0.351351351,0.817927171,0.695317959,0.153191489,0.533333333,0.366603907,0.364328135,0.234062289,0.416724138,-0.166,-0.436,0.708,0.253,0.00748,0.445940256,6.606328968,0.542887681,0.761974607,1.074717061,1.525086033,2.170284924,3.089567333,4.39497332,0.007719003,0.00270549,-0.008403335,0.009154935,-0.00579383,-0.008730086,0.011854469
2019/5/20 9:30,0.475336323,0.163766633,0.302392344,0.480769231,0.858751279,0.616267943,0.5,0.645454545,0.355448331,0,1,0.324324324,0.351351351,0.81232493,0.673538318,0.170212766,0.533333333,0.284046529,0.282848684,0.54343292,0.34637931,-0.0607,0.149,0.76,-0.384,0.371,0.468679989,15.85581805,0.576820039,0.816996243,1.165294201,1.660479515,2.359408384,3.344091441,4.731728926,0.018681408,-0.008600287,0.009681558,-0.022598035,0.035444965,-0.036633719,-0.025602043
2019/5/20 10:00,0.533632287,0.191402252,0.356937799,0.5,0.88741044,0.699521531,0.375,0.645454545,0.296139928,0,1,0.337837838,0.378378378,0.803921569,0.6550198,0.187234043,0.533333333,0.34158845,0.340618029,0.148388635,0.405862069,0.622,0.901,-1.78,0.387,0.311,0.460590943,4.044878551,0.609404545,0.872994767,1.239870779,1.751345881,2.467466673,3.473498364,4.88885344,-0.031226457,0.003809223,0.009625653,-0.027078048,0.040153375,-0.039727955,-0.012755233
2019/5/20 10:30,0.621076233,0.037871034,0.292822967,0.524038462,0.905834186,0.773205742,0.375,0.645454545,0.237937274,0,1,0.378378378,0.378378378,0.798319328,0.639412998,0.2,0.533333333,0.284204983,0.283673143,0.251475797,0.53362069,1.33,1.73,1.86,0.294,-0.218,0.458020839,7.126953838,0.642926037,0.903998131,1.266071066,1.774423821,2.491118517,3.50189748,4.926164773,0.004798168,0.015186775,-0.004889206,-0.004212339,0.002060579,0.007337721,-0.029332481
2019/5/20 11:00,0.717488789,0.17604913,0.444976077,0.557692308,0.917093142,0.836363636,0.375,0.659090909,0.181745074,0,1,0.405405405,0.378378378,0.792717087,0.639762404,0.212765957,0.6,0.436457042,0.435939716,0.7758491,0.572413793,2.17,3.02,-0.703,-0.348,-0.646,0.527138708,22.80454139,0.64674614,0.899934826,1.261973056,1.776885766,2.506377228,3.537419527,4.994363965,0.002600255,-0.004773837,-0.003328214,0.012688417,-0.033550644,0.054586612,-0.062144352
2019/5/20 11:30,0.793721973,0.36642784,0.644019139,0.567307692,0.930399181,0.888038278,0.5,0.659090909,0.129171693,0,1,0.459459459,0.378378378,0.789915966,0.634637782,0.217021277,0.6,0.636562056,0.636115653,0.167833749,0.755172414,3.53,4.84,-0.645,-0.236,-0.0759,0.549905051,4.6262439,0.639635654,0.907309037,1.288319709,1.828273277,2.592235703,3.674711428,5.21176117,0.004052016,-0.016187433,0.013598208,0.003676328,-0.028451828,0.044813709,-0.043561729
2019/5/20 12:00,0.701793722,0.487205732,0.720574163,0.576923077,0.939611054,0.926315789,0,0.668181818,0.083132288,0,1,0.513513514,0.378378378,0.789915966,0.633240158,0.225531915,0.6,0.716003181,0.715731195,0.949011563,0.95862069,5.11,6.92,0.717,-0.0191,0.657,0.581253176,27.9817113,0.67331293,0.962128647,1.369458542,1.945110385,2.762033481,3.924014572,5.577003238,0.00518012,-0.002924442,0.010086157,-0.006489704,0.000632325,-0.009506992,0.028789242
2019/5/20 12:30,0.639013453,0.548618219,0.757894737,0.576923077,0.944728762,0.950239234,0,0.668181818,0.048552473,0,1,0.554054054,0.378378378,0.787114846,0.633240158,0.225531915,0.6,0.755493831,0.755350602,0.997695153,0.922413793,5.6,7.79,-0.876,0.554,0.437,0.591050536,29.43724162,0.734589072,1.041231686,1.475058904,2.091939422,2.969383162,4.214633323,5.976944641,-0.011229927,0.007479345,-0.011373531,0.006348128,0.010294722,-0.043727014,0.076619133
2019/5/20 13:00,0.540358744,0.68986694,0.845933014,0.576923077,0.948822927,0.96076555,0,0.668181818,0.032669883,0,1,0.594594595,0.378378378,0.784313725,0.638015374,0.221276596,0.6,0.844314782,0.8442206,0.731770035,0.820689655,4.78,7.13,1.11,0.389,-0.499,0.595020302,21.48667607,0.785198746,1.108729004,1.569656979,2.224024094,3.148585361,4.451258432,6.285132984,0.014722178,0.003914598,-0.015350908,0.018639596,-0.002464181,-0.027212237,0.045166537
2019/5/20 13:30,0.531390135,0.721596725,0.867942584,0.596153846,0.941658137,0.955023923,0,0.668181818,0.040410133,0,1,0.621621622,0.378378378,0.781512605,0.632890752,0.225531915,0.6,0.865765035,0.865636816,0.907755972,0.746551724,4.04,5.94,-0.287,-0.654,-0.611,0.61007252,26.74826151,0.816369701,1.155848689,1.635818829,2.310201845,3.25765952,4.591486856,6.474799925,-0.013543585,-0.000448155,-0.000948152,0.004041526,-0.002040493,0.002072778,-0.023837136
2019/5/20 14:00,0.470852018,0.757420676,0.862200957,0.625,0.928352098,0.933971292,0,0.663636364,0.069059107,0,1,0.635135135,0.378378378,0.781512605,0.629280224,0.225531915,0.666666667,0.85790916,0.857654552,0.502182395,0.837931034,4.8,6.42,-0.315,-0.527,0.48,0.592237177,14.62251974,0.836517034,1.183230095,1.667693633,2.34917494,3.312507953,4.679025329,6.620736619,0.00049971,0.003421577,0.006187267,-0.016372107,0.017191894,0.00357505,-0.051564906
2019/5/20 14:30,0.284753363,0.92221085,0.900478469,0.610576923,0.92221085,0.900478469,0,0.663636364,0.111781263,0,1,0.648648649,0.378378378,0.775910364,0.628464943,0.225531915,0.6,0.891961126,0.891453435,0.914828166,1,5.7,7.65,-0.703,0.658,0.718,0.613565176,26.95970427,0.847146773,1.191627287,1.680109453,2.375530993,3.366224916,4.775569472,6.77464102,0.000799817,-0.000770048,0.003877714,-0.014770056,0.02060272,-0.005574713,-0.026347253
2019/5/20 15:00,0.275784753,0.916069601,0.85645933,0.591346154,0.916069601,0.85645933,0,0.654545455,0.162444713,0,1,0.648648649,0.351351351,0.773109244,0.619496855,0.225531915,0.6,0.842623058,0.841788643,0.929815557,0.84137931,5.03,7.2,1.09,0.338,-0.428,0.60307721,27.40779369,0.847045149,1.198324507,1.701358333,2.417727139,3.433372329,4.867236143,6.886090027,0.015357257,-0.009299026,0.004827676,-0.001408626,-0.002112629,0.007493607,-0.002137379
2019/5/20 15:30,0.262331839,0.904810645,0.798086124,0.5625,0.904810645,0.798086124,0,0.654545455,0.217531162,0,1,0.648648649,0.351351351,0.770308123,0.619496855,0.225531915,0.6,0.777810918,0.776567607,0.83084845,0.593103448,3.05,4.77,-0.32,-0.391,-0.418,0.585163293,24.44889881,0.853757079,1.216961056,1.729686525,2.451357977,3.464621608,4.887762603,6.892075157,-0.014411999,-0.000161171,0.00268486,0.005428799,-0.020502084,0.028001278,-0.005264371
2019/5/20 16:00,0.248878924,0.888433982,0.727272727,0.533653846,0.888433982,0.727272727,0,0.645454545,0.27513068,0,1,0.648648649,0.351351351,0.770308123,0.613673422,0.221276596,0.6,0.699840925,0.698121693,0.332817162,0.562068966,2.1,3.23,0.0387,-0.354,-0.0684,0.543528467,9.558878508,0.865863583,1.225002113,1.727737982,2.432416594,3.424536848,4.828989654,6.825246678,-0.00011479,0.011054519,-0.00784151,0.008460535,-0.016634085,0.021054376,-0.004034021
2019/5/20 16:30,0.237668161,0.861821904,0.646889952,0.509615385,0.861821904,0.646889952,0,0.645454545,0.334036992,0,1,0.648648649,0.351351351,0.770308123,0.613673422,0.221276596,0.6,0.61209808,0.609855246,0.637690152,0.631034483,2.38,2.93,-0.531,0.0946,0.416,0.540455021,18.67389823,0.852589333,1.196445607,1.681330745,2.3693018,3.350316061,4.75050689,6.744297936,-0.00175722,0.002994282,-0.008373878,0.008438359,-0.003265123,-0.007945614,0.021150653
2019/5/20 17:00,0.217488789,0.833162743,0.557894737,0.466346154,0.833162743,0.557894737,0,0.640909091,0.393646964,0,1,0.648648649,0.351351351,0.767507003,0.635220126,0.195744681,0.6,0.516274106,0.51348622,0.552945784,0.493103448,1.43,1.93,0.511,0.471,-0.0443,0.514084194,16.1402314,0.814127342,1.14808785,1.625518605,2.30907862,3.282978199,4.661382522,6.60148674,0.010125461,-0.009270865,0.006381692,-0.00246005,0.008436107,-0.026262758,0.039197412
2019/5/20 17:30,0.239910314,0.716479017,0.444019139,0.432692308,0.792221085,0.464114833,0,0.640909091,0.453457982,0.14,1,0.635135135,0.351351351,0.764705882,0.655951549,0.178723404,0.6,0.398975023,0.395795652,0.487948621,0.291896552,-0.311,-0.132,0.257,-0.124,-0.288,0.489619519,14.19696175,0.781338308,1.112583915,1.585253219,2.252230561,3.186024896,4.489122939,6.309068394,0.002309962,-0.005930962,0.01185408,-0.013178772,0.015362593,-0.021702826,0.021464966
2019/5/20 18:00,0.248878924,0.545547595,0.319617225,0.394230769,0.732855681,0.365550239,0,0.631818182,0.512967431,0.29,1,0.621621622,0.351351351,0.761904762,0.674703005,0.157446809,0.6,0.276277648,0.272986732,0.11189924,0.15,-1.81,-2.32,-0.184,0.0348,0.274,0.443482861,2.953927332,0.761801117,1.083116016,1.53000473,2.149683641,3.012574519,4.223071028,5.932946274,-0.019257164,0.009161067,-0.002631423,-0.004137884,0.008395758,-0.003718372,-0.014906351
2019/5/20 18:30,0.221973094,0.418628454,0.222009569,0.346153846,0.646878199,0.26507177,0,0.631818182,0.571873743,0.43,1,0.581081081,0.378378378,0.756302521,0.702189611,0.136170213,0.6,0.182687558,0.179367218,0.070862255,0.156896552,-2.33,-3.31,0.031,0.135,0.73,0.417072285,1.727013395,0.732293263,1.025520706,1.432276167,2.005082973,2.821047069,3.990153025,5.666911444,0.00258721,0.009756909,-0.012810197,0.013133804,-0.010427635,0.016150159,-0.036214292
2019/5/20 19:00,0.177130045,0.184237462,0.114832536,0.288461538,0.526100307,0.16937799,0.375,0.631818182,0.629774829,0.82,1,0.527027027,0.378378378,0.75070028,0.730840904,0.114893617,0.6,0.089824489,0.087347312,0.11342364,0.105172414,-2.83,-4.21,0.117,0.12,-0.978,0.415458427,2.999503485,0.677674975,0.946758798,1.3353223,1.898897552,2.713825574,3.884328291,5.555712952,0.018482858,-0.012058054,0.001019571,0.009215066,-0.015521738,0.022111265,-0.028893574
2019/5/20 19:30,0.103139013,0.133060389,0.060287081,0.206730769,0.349027636,0.084210526,0.375,0.631818182,0.686369119,0.75,1,0.486486486,0.378378378,0.742296919,0.754367575,0.09787234,0.6,0,0,0.03544666,0.075862069,-3.33,-4.69,0.0445,-0.24,-0.297,0.373724554,0.668166403,0.626455993,0.897409703,1.291819399,1.857883587,2.660145273,3.789669949,5.375572178,0.015946198,-0.016350774,0.016071,-0.010917775,0.003978107,0.003417619,0.00011483
2019/5/20 20:00,0.02690583,0.019447288,0.012440191,0.081730769,0.103377687,0.020095694,0,0.640909091,0.740048251,0.5,1,0.432432432,0.405405405,0.733893557,0.789075239,0.080851064,0.6,0,0,0.010352275,0.086206897,-3.08,-4.13,-0.0526,0.114,0.83,0.309848239,-0.082099523,0.60911718,0.879603979,1.257491592,1.779975191,2.502313963,3.504456561,4.898471532,-0.029902239,0.013233864,0.000658621,-0.011006003,0.017702587,-0.019269285,0.028061173
2019/5/20 20:30,0,0,0,0,0,0,0,0.640909091,0.796642541,0,1,0.405405405,0.405405405,0.711484594,0.801653855,0.072340426,0.6,0,0,0.010400133,0.134482759,-1.68,-2.97,-0.0997,0.245,0.489,0.272212072,-0.080668681,0.58739717,0.822013236,1.139487931,1.574901347,2.179731092,3.024397996,4.207170457,-0.012057791,0.028079543,-0.023216882,0.012643127,0.000996584,-0.012509638,0.025661638
2019/5/21 6:00,0.013452915,0.002047083,0.005741627,0.038461538,0.017400205,0.007655502,0.5,0.65,0.756936068,0.43,1,0.527027027,0.432432432,0.792717087,0.837409737,0.059574468,0.466666667,0,0,0.007992903,0.081034483,-2.29,-3.02,-0.0886,0.0966,-2.03,0.327275763,-0.152639474,0.511075435,0.695521208,0.95378804,1.321915754,1.845681563,2.589497303,3.646235918,-0.006529488,-0.000573249,-0.008641262,0.016432724,-0.017577829,0.014386821,-0.006651626
2019/5/21 6:30,0.078475336,0.07778915,0.040191388,0.197115385,0.159672467,0.053588517,0.5,0.65,0.705367913,1,1,0.581081081,0.432432432,0.795518207,0.811553692,0.076595745,0.466666667,0,0,0.008722811,0.106896552,-2.99,-3.75,-0.607,-0.362,0.928,0.38173854,-0.130816848,0.420473669,0.587407654,0.834653827,1.191780321,1.703272639,2.435323925,3.482540504,0.037706138,-0.033129854,0.029495938,-0.015030722,-0.001193024,0.01625979,-0.025419948
2019/5/21 7:00,0.152466368,0.196519959,0.100478469,0.346153846,0.329580348,0.128229665,0.5,0.668181818,0.649577805,0.96,1,0.635135135,0.432432432,0.795518207,0.809690193,0.093617021,0.533333333,0.077820861,0.07541435,0.035279331,0.19137931,-1.77,-3.73,-0.372,-0.427,1.41,0.425971457,0.663163631,0.403645374,0.593311683,0.86346524,1.246694871,1.793278582,2.57301443,3.683091715,-0.007589877,-0.01884082,0.0283797,-0.029768238,0.024369728,-0.011454045,-0.002937622
2019/5/21 7:30,0.201793722,0.117707267,0.117703349,0.456730769,0.462640737,0.216267943,0.375,0.668181818,0.591978287,0.14,1,0.689189189,0.432432432,0.798319328,0.784649429,0.110638298,0.533333333,0.09507365,0.093069217,0.08152252,0.283275862,-0.00853,0.304,-0.972,0.327,1.39,0.398311564,2.045731436,0.474303812,0.685539407,0.979622521,1.397296523,1.989980154,2.828496554,4.013174687,-0.015322452,0.019267146,-0.017476831,0.007835398,0.006945673,-0.017354823,0.02287208
2019/5/21 8:00,0.30941704,0.116683726,0.174162679,0.557692308,0.553735926,0.311004785,0.5,0.668181818,0.533373542,0,1,0.743243243,0.432432432,0.801120448,0.767645003,0.123404255,0.533333333,0.148178872,0.146140328,0.129356067,0.301034483,-0.745,0.328,-0.0198,0.624,0.384,0.42745529,3.475847387,0.549283288,0.767932525,1.082284547,1.527340775,2.153942665,3.036422269,4.28125102,0.020136265,0.016720625,-0.039398531,0.045057236,-0.034436868,0.016318866,0.006180795
2019/5/21 8:30,0.34529148,0.132036847,0.206698565,0.629807692,0.627430911,0.406698565,0.375,0.668181818,0.473964616,0.14,1,0.783783784,0.432432432,0.803921569,0.749708828,0.136170213,0.533333333,0.183484486,0.181809037,0.221060942,0.219137931,-0.959,-0.453,0.646,-0.6,0.0839,0.451540756,6.217617801,0.57263683,0.806301774,1.135113654,1.595865444,2.244915275,3.162266032,4.461046916,-0.021968045,-0.002355331,-0.009067895,0.019939133,-0.02713467,0.030287177,-0.023515644
2019/5/21 9:00,0.390134529,0.087001024,0.212440191,0.697115385,0.680655067,0.500478469,0.5,0.659090909,0.414254121,0,1,0.824324324,0.432432432,0.803921569,0.712438854,0.153191489,0.533333333,0.194785948,0.193584208,0.077542825,0.344655172,0.0909,0.711,-1.02,-0.528,1.26,0.453336234,1.92674747,0.582706682,0.824316561,1.160163737,1.635385836,2.309750205,3.266168532,4.621481856,0.004942912,-0.000301082,0.01967566,-0.033581069,0.031226324,-0.013772397,-0.005695106
2019/5/21 9:30,0.580717489,0.318321392,0.441148325,0.769230769,0.7185261,0.589473684,0.375,0.659090909,0.354443104,0,1,0.851351351,0.432432432,0.80952381,0.695667365,0.165957447,0.533333333,0.414531428,0.412795686,0.208149703,0.705172414,2.31,3.51,-1.03,0.715,1.07,0.516484716,5.831600658,0.601393464,0.844875532,1.195015189,1.69389665,2.400791942,3.40007373,4.809762838,0.008354119,-0.004874312,0.015718804,-0.041339987,0.055638884,-0.052333076,0.037800804
2019/5/21 10:00,0.6367713,0.172978506,0.388516746,0.831730769,0.745138178,0.670813397,0.25,0.645454545,0.2951347,0,1,0.878378378,0.432432432,0.81232493,0.666783135,0.174468085,0.533333333,0.371912099,0.370862664,0.782256841,0.787931034,3.55,5.49,1.62,0.171,-0.0616,0.532964502,22.99611852,0.623063583,0.886053709,1.259328309,1.785254214,2.526040377,3.568888687,5.035898489,-0.007340879,-0.007026033,0.003741339,-0.004703899,0.006786784,-0.013420146,0.024629034
2019/5/21 10:30,0.627802691,0.159672467,0.385645933,0.875,0.769703173,0.74354067,0.5,0.645454545,0.236831524,0,1,0.891891892,0.432432432,0.81232493,0.656184486,0.182978723,0.533333333,0.374383663,0.3736891,0.861802048,0.65862069,3.19,5.39,0.0572,-0.853,-0.504,0.553133581,25.37434209,0.666511364,0.948031428,1.340864382,1.893621585,2.673221789,3.773723708,5.330933666,0.000890605,0.00438438,-0.004564277,0.022249018,-0.048668049,0.058374697,-0.044154656
2019/5/21 11:00,0.686098655,0.390992835,0.601913876,0.923076923,0.786079836,0.805741627,0.5,0.636363636,0.180538802,0,1,0.891891892,0.432432432,0.81232493,0.637200093,0.191489362,0.533333333,0.590508014,0.589815759,0.400570356,0.772413793,3.17,4.98,-0.948,0.00798,0.18,0.579518618,11.5845473,0.717212434,1.00924409,1.423667756,2.01222635,2.84790373,4.037754041,5.736508531,-0.001742708,0.003230727,-0.009079005,0.020073324,-0.04471759,0.061643778,-0.064164713
