date_time,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance 280-440,Global Horizontal UV Irradiance 295-385,pv
2017/10/1 7:30,24,309,46,24,309,46,3,10,85.8,4,0.107,2.5,1.222,324.5,87.32,15,1020,0,0,0.280353839
2017/10/1 8:00,42,545,137,42,545,137,3,10,79.94,4,0.107,3.3,1.25,326.2,80.85,16,1020,6.5318,4.978,1.718160723
2017/10/1 8:30,54,676,239,54,676,239,0,10,74.18,0,0.107,3.8,1.276,326.2,75.81,17,1020,11.773,9.0606,4.625896764
2017/10/1 9:00,62,764,341,62,764,341,0,9,68.59,0,0.107,4.4,1.303,336.2,62.75,18,1020,17.6742,13.7096,8.725028642
2017/10/1 9:30,69,820,439,69,820,439,0,9,63.21,0,0.107,4.6,1.341,336.2,58.91,19,1020,23.7155,18.4849,11.58620698
2017/10/1 10:00,74,861,529,74,861,529,0,8,58.12,0,0.107,4.8,1.38,338.1,50.83,20,1020,29.4737,23.0426,14.56802392
2017/10/1 10:30,78,889,608,78,889,608,0,8,53.43,0,0.107,4.9,1.427,338.1,47.76,21,1020,34.6484,27.1412,17.16703981
2017/10/1 11:00,87,895,671,87,895,671,0,7,49.26,0,0.107,5.1,1.475,337.7,40.68,22,1020,38.8676,30.4858,19.20978257
2017/10/1 11:30,90,910,725,90,910,725,0,7,45.76,0,0.107,5.1,1.51,337.7,40.67,23,1020,42.4809,33.3485,20.70294708
2017/10/1 12:00,92,918,763,92,918,763,1,5,43.11,0,0.107,5.3,1.546,336.3,35.27,24,1020,45.0473,35.3824,21.55460405
2017/10/1 12:30,176,739,730,93,923,785,8,5,41.46,0,0.107,5.3,1.584,336.3,35.26,24,1020,43.284,34.0076,23.24213413
2017/10/1 13:00,96,919,790,96,919,790,1,5,40.95,0,0.107,5.4,1.622,332.9,31.77,24,1020,46.9007,36.8524,22.71706041
2017/10/1 13:30,96,916,781,96,916,781,1,5,41.61,0,0.107,5.4,1.639,332.9,31.76,24,1020,46.2905,36.3688,23.78891191
2017/10/1 14:00,95,907,755,95,907,755,1,5,43.41,0,0.107,5.4,1.656,327.5,31.47,24,1020,44.5388,34.981,23.31722171
2017/10/1 14:30,93,895,713,93,895,713,1,5,46.19,0,0.107,5.3,1.661,327.5,31.46,24,1020,41.7228,32.7502,22.401336
2017/10/1 15:00,91,876,657,91,876,657,0,5,49.79,0,0.107,5.2,1.666,320.8,32.05,24,1020,37.9843,29.7885,20.69335168
2017/10/1 15:30,88,851,588,88,851,588,0,5,54.04,0,0.107,5,1.682,320.8,34.04,23,1020,33.4196,26.1729,19.31758264
2017/10/1 16:00,83,818,507,83,818,507,0,5,58.79,0,0.107,4.8,1.698,314.7,35.35,23,1010,28.145,21.9964,17.43698511
2017/10/1 16:30,76,772,416,76,772,416,0,5,63.92,0,0.107,4.6,1.686,314.7,37.57,22,1010,22.3626,17.4213,14.6305793
2017/10/1 17:00,70,701,318,70,701,318,1,6,69.34,0,0.107,4.4,1.676,308,40.17,22,1010,16.3752,12.6911,11.56661679
2017/10/1 17:30,59,608,217,59,608,217,1,6,74.96,0,0.107,3.7,1.588,308,45.45,20,1010,10.615,8.1582,8.398584954
2017/10/1 18:00,46,446,118,46,446,118,1,8,80.74,0,0.107,3,1.5,295.4,53.96,19,1010,0,0,4.070364547
2017/10/1 18:30,22,193,34,22,193,34,1,8,86.61,0,0.107,2.2,1.357,295.4,61.22,17,1010,0,0,0.365782253
2017/10/1 19:00,0,0,0,0,0,0,0,10,92.55,0,0.107,1.4,1.215,282,74.28,16,1010,0,0,-0.333211398
2017/10/1 19:30,0,0,0,0,0,0,1,10,98.51,0,0.107,1.2,1.141,282,79.22,15,1010,0,0,-0.082312482
2017/10/1 20:00,0,0,0,0,0,0,7,11,104.45,0,0.107,1.1,1.067,285.7,85.94,15,1010,0,0,-0.082673076
2017/10/1 20:30,0,0,0,0,0,0,0,11,110.34,0,0.107,1,1.042,285.7,91.71,14,1010,0,0,-0.08336171
2017/10/1 21:00,0,0,0,0,0,0,1,11,116.12,0,0.107,1,1.018,303.4,92.93,14,1010,0,0,-0.083714193
2017/10/1 21:30,0,0,0,0,0,0,3,11,121.74,0,0.107,1.1,0.972,303.4,92.92,14,1010,0,0,-0.082705604
2017/10/1 22:00,0,0,0,0,0,0,8,10,127.12,0,0.107,1.2,0.927,315.7,87.08,14,1010,0,0,-0.082467615
2017/10/1 22:30,0,0,0,0,0,0,0,10,132.16,0,0.107,1.4,0.859,315.7,87.07,14,1010,0,0,-0.084350004
2017/10/1 23:00,0,0,0,0,0,0,1,9,136.74,0,0.107,1.7,0.792,322.9,77.43,14,1010,0,0,-0.084170604
2017/10/1 23:30,0,0,0,0,0,0,1,9,140.66,0,0.107,2.1,0.725,322.9,77.42,14,1010,0,0,-0.085223799
2017/10/2 0:00,0,0,0,0,0,0,1,7,143.7,0,0.107,2.5,0.659,330.6,69.63,15,1010,0,0,-0.084506988
2017/10/2 0:30,0,0,0,0,0,0,1,7,145.62,0,0.107,2.6,0.623,330.6,69.63,15,1010,0,0,-0.084591967
2017/10/2 1:00,0,0,0,0,0,0,0,6,146.24,0,0.107,2.7,0.587,339.4,59.96,15,1010,0,0,-0.085142935
2017/10/2 1:30,0,0,0,0,0,0,1,6,145.46,0,0.107,2.5,0.573,339.4,63.98,15,1010,0,0,-0.085416622
2017/10/2 2:00,0,0,0,0,0,0,1,5,143.39,1,0.107,2.4,0.56,341.6,60.5,15,1010,0,0,-0.086370912
2017/10/2 2:30,0,0,0,0,0,0,0,5,140.23,0,0.107,2.3,0.556,341.6,60.49,14,1010,0,0,-0.086399868
2017/10/2 3:00,0,0,0,0,0,0,1,5,136.23,0,0.107,2.3,0.553,341.6,59.21,14,1010,0,0,-0.08466915
2017/10/2 3:30,0,0,0,0,0,0,1,5,131.59,0,0.107,2.2,0.558,341.6,59.21,14,1010,0,0,-0.086064668
2017/10/2 4:00,0,0,0,0,0,0,1,5,126.5,0,0.107,2.2,0.565,340.5,59.66,14,1010,0,0,-0.086351158
2017/10/2 4:30,0,0,0,0,0,0,1,5,121.09,0,0.107,2.1,0.576,340.5,63.7,14,1010,0,0,-0.085675685
2017/10/2 5:00,0,0,0,0,0,0,1,5,115.46,0,0.107,2.1,0.587,337.1,65.69,14,1010,0,0,-0.085453047
2017/10/2 5:30,0,0,0,0,0,0,1,5,109.67,0,0.107,2,0.595,337.1,65.7,13,1010,0,0,-0.086342208
2017/10/2 6:00,0,0,0,0,0,0,1,6,103.78,0,0.107,1.9,0.604,334.4,67.96,13,1010,0,0,-0.083877015
2017/10/2 6:30,0,0,0,0,0,0,1,6,97.84,0,0.107,1.9,0.615,334.4,67.97,13,1010,0,0,-0.084270605
2017/10/2 7:00,0,0,0,0,0,0,3,6,91.9,0,0.107,1.9,0.627,333.7,69.64,13,1020,0,0,-0.317930257
2017/10/2 7:30,23,340,47,23,340,47,1,6,85.97,0,0.107,2.5,0.644,333.7,65.24,14,1020,0,0,0.099054417
2017/10/2 8:00,42,570,140,42,570,140,1,6,80.12,0,0.107,3.3,0.661,335.9,62.17,16,1020,0,0,1.739196813
2017/10/2 8:30,54,704,243,54,704,243,0,6,74.38,0,0.107,3.8,0.678,335.9,58.3,17,1020,11.9484,9.1924,5.20462544
2017/10/2 9:00,63,788,348,63,788,348,0,6,68.79,0,0.107,4.4,0.696,344.6,52.04,18,1020,18.006,13.9639,8.921164894
2017/10/2 9:30,69,845,447,69,845,447,0,6,63.43,0,0.107,4.5,0.709,344.6,48.84,19,1020,24.1113,18.7904,12.40923254
2017/10/2 10:00,74,886,539,74,886,539,0,4,58.36,0,0.107,4.6,0.722,345.6,42.03,20,1020,29.992,23.445,15.52699998
2017/10/2 10:30,78,915,620,78,915,620,0,4,53.7,0,0.107,4.6,0.737,345.6,39.49,20,1020,35.291,27.6419,18.06727158
2017/10/2 11:00,84,930,688,84,930,688,0,3,49.55,0,0.107,4.6,0.752,343.9,34.07,21,1020,39.8111,31.2233,19.91129322
2017/10/2 11:30,87,944,742,87,944,742,0,3,46.08,0,0.107,4.5,0.769,343.9,34.07,22,1020,43.4345,34.0947,21.4039127
2017/10/2 12:00,89,953,781,89,953,781,0,2,43.45,0,0.107,4.4,0.786,340.7,29.98,23,1020,46.0675,36.1814,22.47456481
2017/10/2 12:30,90,958,804,90,958,804,0,2,41.83,0,0.107,4.3,0.808,340.7,29.98,23,1020,47.6272,37.4176,23.27177324
2017/10/2 13:00,90,958,810,90,958,810,1,2,41.34,0,0.107,4.2,0.831,333.5,27.36,23,1020,48.0418,37.7465,23.52963177
2017/10/2 13:30,90,954,800,90,954,800,1,2,42.01,0,0.107,4.1,0.861,333.5,27.35,23,1010,47.3685,37.2131,23.31043755
2017/10/2 14:00,95,934,769,95,934,769,1,2,43.8,0,0.107,4,0.892,322.8,27.52,23,1010,45.316,35.5887,23.13912195
2017/10/2 14:30,93,920,726,93,920,726,1,2,46.57,0,0.107,3.9,0.928,322.8,27.52,23,1010,42.4332,33.305,21.85313705
2017/10/2 15:00,92,897,667,92,897,667,0,2,50.16,0,0.107,3.8,0.965,309.4,28.31,23,1010,38.5101,30.1977,21.10625547
2017/10/2 15:30,88,872,596,88,872,596,0,2,54.39,0,0.107,3.8,0.994,309.4,30.09,22,1010,33.8214,26.4841,19.57358882
2017/10/2 16:00,85,833,512,85,833,512,0,3,59.13,0,0.107,3.8,1.022,298,31.78,22,1010,28.3686,22.1673,17.68359709
2017/10/2 16:30,78,785,420,78,785,420,0,3,64.25,0,0.107,3.7,1.016,298,33.8,21,1010,22.5248,17.5432,15.30438671
2017/10/2 17:00,71,715,320,71,715,320,1,4,69.65,0,0.107,3.6,1.012,288.8,38.9,21,1010,16.4332,12.7312,12.37629709
2017/10/2 17:30,60,617,217,60,617,217,1,4,75.27,0,0.107,3.1,0.975,288.8,41.4,19,1010,10.5866,8.1318,8.946158822
2017/10/2 18:00,45,456,116,45,456,116,1,6,81.04,0,0.107,2.7,0.939,276.7,49.94,18,1010,0,0,5.078234688
2017/10/2 18:30,21,187,31,21,187,31,1,6,86.91,0,0.107,2.3,0.903,276.7,56.71,16,1010,0,0,0.063466648
2017/10/2 19:00,0,0,0,0,0,0,1,8,92.85,0,0.107,1.9,0.869,264,70.45,15,1010,0,0,-0.350011103
2017/10/2 19:30,0,0,0,0,0,0,1,8,98.81,0,0.107,1.7,0.846,264,75.16,14,1010,0,0,-0.082653421
2017/10/2 20:00,0,0,0,0,0,0,3,10,104.75,0,0.107,1.5,0.824,253.5,82.95,14,1010,0,0,-0.082387521
2017/10/2 20:30,0,0,0,0,0,0,1,10,110.64,0,0.107,1.3,0.814,253.5,88.55,13,1010,0,0,-0.082708769
2017/10/2 21:00,0,0,0,0,0,0,1,10,116.43,0,0.107,1.1,0.804,240.5,92.84,13,1010,0,0,-0.083166285
2017/10/2 21:30,0,0,0,0,0,0,1,10,122.06,0,0.107,1,0.808,240.5,99.16,13,1010,0,0,-0.084105973
2017/10/2 22:00,0,0,0,0,0,0,1,11,127.45,0,0.107,1,0.814,236.5,100,13,1010,0,0,-0.084598123
2017/10/2 22:30,0,0,0,0,0,0,1,11,132.51,0,0.107,1,0.828,236.5,100,12,1010,0,0,-0.083506339
2017/10/2 23:00,0,0,0,0,0,0,1,11,137.1,0,0.107,1,0.843,233.7,100,12,1010,0,0,-0.085139868
2017/10/2 23:30,0,0,0,0,0,0,1,11,141.03,0,0.107,1,0.86,233.7,100,12,1010,0,0,-0.083821891
2017/10/3 0:00,0,0,0,0,0,0,3,11,144.09,0,0.107,1.1,0.878,232.9,100,12,1010,0,0,-0.08425895
2017/10/3 0:30,0,0,0,0,0,0,1,9,146.02,0,0.107,1,0.894,232.9,100,12,1010,0,0,-0.085494417
2017/10/3 1:00,0,0,0,0,0,0,1,9,146.62,0,0.107,1,0.911,233.1,100,12,1010,0,0,-0.085183808
2017/10/3 1:30,0,0,0,0,0,0,1,9,145.83,0,0.107,1,0.931,233.1,100,11,1010,0,0,-0.086468306
2017/10/3 2:00,0,0,0,0,0,0,1,9,143.72,1,0.107,1,0.952,236.7,100,11,1010,0,0,-0.085544307
2017/10/3 2:30,0,0,0,0,0,0,1,9,140.53,0,0.107,1,0.973,236.7,100,11,1010,0,0,-0.086463573
2017/10/3 3:00,0,0,0,0,0,0,1,9,136.49,0,0.107,1,0.994,244,100,11,1010,0,0,-0.08599897
2017/10/3 3:30,0,0,0,0,0,0,1,9,131.83,0,0.107,0.9,1.008,244,100,11,1010,0,0,-0.086526946
2017/10/3 4:00,0,0,0,0,0,0,1,9,126.72,0,0.107,0.9,1.024,252.3,100,11,1010,0,0,-0.085496408
2017/10/3 4:30,0,0,0,0,0,0,1,9,121.3,0,0.107,0.9,1.035,252.3,100,11,1010,0,0,-0.085537114
2017/10/3 5:00,0,0,0,0,0,0,1,9,115.65,0,0.107,0.9,1.046,257.1,100,11,1010,0,0,-0.085059296
2017/10/3 5:30,0,0,0,0,0,0,1,9,109.85,0,0.107,0.9,1.058,257.1,100,11,1010,0,0,-0.084728685
2017/10/3 6:00,0,0,0,0,0,0,3,9,103.96,0,0.107,0.9,1.07,269,100,11,1010,0,0,-0.085102996
2017/10/3 6:30,0,0,0,0,0,0,3,9,98.02,0,0.107,0.8,1.086,269,100,11,1010,0,0,-0.083426717
2017/10/3 7:00,0,0,0,0,0,0,3,9,92.07,0,0.107,0.7,1.103,286.6,100,12,1010,0,0,-0.319602442
2017/10/3 7:30,27,146,36,27,146,36,3,10,86.15,4,0.107,0.8,1.119,286.6,99.01,12,1010,0,0,0.19422406
2017/10/3 8:00,56,383,120,56,383,120,1,10,80.3,0,0.107,1,1.136,302.6,89.36,13,1010,0,0,2.017333146
2017/10/3 8:30,75,536,218,75,536,218,0,10,74.57,0,0.107,1,1.148,302.6,89.38,13,1010,10.7008,8.2299,5.030622339
2017/10/3 9:00,87,647,319,87,647,319,0,9,69,0,0.107,1,1.161,323.2,77.34,14,1010,16.4755,12.7739,8.483776156
2017/10/3 9:30,97,717,415,97,717,415,0,9,63.65,0,0.107,1.3,1.169,323.2,72.5,15,1010,22.3511,17.4159,11.7744997
2017/10/3 10:00,103,774,506,103,774,506,0,7,58.61,0,0.107,1.7,1.178,357.2,60.55,17,1010,28.1173,21.9769,14.78958465
2017/10/3 10:30,109,811,586,109,811,586,0,7,53.96,0,0.107,1.9,1.167,357.2,56.81,18,1010,33.3177,26.0938,17.21695356
2017/10/3 11:00,100,869,661,100,869,661,0,6,49.85,0,0.107,2.2,1.157,1.4,49.09,19,1010,38.2072,29.9628,19.05692778
2017/10/3 11:30,103,888,716,103,888,716,0,6,46.4,0,0.107,2.3,1.127,1.4,46.1,20,1010,41.871,32.865,20.78523137
2017/10/3 12:00,105,901,756,105,901,756,0,4,43.8,0,0.107,2.4,1.098,354.9,39.65,21,1010,44.5499,34.987,21.94626385
2017/10/3 12:30,106,909,780,106,909,780,0,4,42.2,0,0.107,2.5,1.069,354.9,39.65,21,1010,46.1617,36.2638,22.55919488
2017/10/3 13:00,106,913,788,106,913,788,1,4,41.72,0,0.107,2.6,1.041,346.8,34.97,22,1010,46.6924,36.6839,22.8758702
2017/10/3 13:30,106,911,779,106,911,779,1,4,42.4,0,0.107,2.7,1.025,346.8,34.97,22,1010,46.0785,36.1972,22.89101728
2017/10/3 14:00,104,904,753,104,904,753,1,3,44.19,0,0.107,2.8,1.01,337.6,31.97,22,1010,44.3247,34.8075,22.32104375
2017/10/3 14:30,102,892,711,102,892,711,1,3,46.95,1,0.107,2.8,1.002,337.6,31.97,22,1010,41.5065,32.5747,21.58121729
2017/10/3 15:00,98,875,655,98,875,655,0,3,50.53,0,0.107,2.8,0.993,326.8,31.46,22,1010,37.7651,29.6104,20.31939071
2017/10/3 15:30,94,849,584,94,849,584,1,3,54.75,0,0.107,2.7,0.989,326.8,33.46,22,1020,33.0864,25.905,19.23377463
2017/10/3 16:00,88,815,502,88,815,502,0,3,59.47,0,0.107,2.7,0.985,317.7,33.88,22,1020,27.7609,21.6886,17.1082586
2017/10/3 16:30,81,766,410,81,766,410,1,3,64.58,0,0.107,2.6,0.989,317.7,36.05,21,1020,21.9362,17.0804,14.47337373
2017/10/3 17:00,71,700,311,71,700,311,1,4,69.97,0,0.107,2.6,0.994,300.6,37.62,21,1020,15.9255,12.3331,11.33367265
2017/10/3 17:30,59,599,209,59,599,209,0,4,75.58,0,0.107,2.2,1.006,300.6,40.06,19,1020,10.1696,7.8072,7.781229424
2017/10/3 18:00,43,443,109,43,443,109,1,5,81.34,0,0.107,1.8,1.018,274.9,47.29,18,1020,0,0,4.200974965
2017/10/3 18:30,18,175,27,18,175,27,1,5,87.21,0,0.107,1.9,1.03,274.9,53.73,16,1020,0,0,0.014282375
2017/10/3 19:00,0,0,0,0,0,0,1,8,93.15,0,0.107,2.1,1.042,254.7,67.94,15,1020,0,0,-0.356734229
2017/10/3 19:30,0,0,0,0,0,0,1,8,99.1,0,0.107,2.2,1.05,254.7,72.52,14,1020,0,0,-0.082524557
2017/10/3 20:00,0,0,0,0,0,0,1,10,105.05,0,0.107,2.3,1.058,243.3,83.34,14,1020,0,0,-0.082179212
2017/10/3 20:30,0,0,0,0,0,0,1,10,110.94,0,0.107,2,1.062,243.3,88.98,14,1020,0,0,-0.083967598
2017/10/3 21:00,0,0,0,0,0,0,1,11,116.74,0,0.107,1.7,1.066,233.7,95.92,14,1020,0,0,-0.083105316
2017/10/3 21:30,0,0,0,0,0,0,1,11,122.37,0,0.107,1.5,1.07,233.7,95.93,13,1020,0,0,-0.082745914
2017/10/3 22:00,0,0,0,0,0,0,1,11,127.78,0,0.107,1.4,1.074,229.8,100,13,1020,0,0,-0.083358822
2017/10/3 22:30,0,0,0,0,0,0,1,11,132.85,0,0.107,1.3,1.079,229.8,100,13,1020,0,0,-0.083394117
2017/10/3 23:00,0,0,0,0,0,0,1,11,137.46,0,0.107,1.3,1.084,229.3,100,13,1020,0,0,-0.083118846
2017/10/3 23:30,0,0,0,0,0,0,1,11,141.41,0,0.107,1.2,1.087,229.3,100,13,1020,0,0,-0.082946203
2017/10/4 0:00,0,0,0,0,0,0,1,11,144.48,0,0.107,1.2,1.09,231.2,100,13,1020,0,0,-0.083747466
2017/10/4 0:30,0,0,0,0,0,0,1,11,146.41,0,0.107,1.1,1.092,231.2,100,13,1020,0,0,-0.083581834
2017/10/4 1:00,0,0,0,0,0,0,1,11,147.01,0,0.107,1.1,1.094,234.1,100,13,1020,0,0,-0.083239791
2017/10/4 1:30,0,0,0,0,0,0,1,11,146.19,0,0.107,1.1,1.09,234.1,100,13,1020,0,0,-0.082744961
2017/10/4 2:00,0,0,0,0,0,0,1,11,144.06,1,0.107,1.1,1.087,232.3,100,13,1020,0,0,-0.083573384
2017/10/4 2:30,0,0,0,0,0,0,1,11,140.83,0,0.107,1.1,1.081,232.3,100,13,1020,0,0,-0.083416787
2017/10/4 3:00,0,0,0,0,0,0,1,11,136.76,0,0.107,1.1,1.076,227.5,100,13,1020,0,0,-0.084095668
2017/10/4 3:30,0,0,0,0,0,0,1,11,132.07,0,0.107,1.1,1.072,227.5,100,13,1020,0,0,-0.08483623
2017/10/4 4:00,0,0,0,0,0,0,1,11,126.94,0,0.107,1.1,1.069,222.4,100,13,1020,0,0,-0.084916034
2017/10/4 4:30,0,0,0,0,0,0,1,11,121.5,0,0.107,1.1,1.068,222.4,100,13,1020,0,0,-0.083239878
2017/10/4 5:00,0,0,0,0,0,0,1,11,115.83,0,0.107,1.1,1.068,220,100,13,1020,0,0,-0.083283844
2017/10/4 5:30,0,0,0,0,0,0,1,11,110.03,0,0.107,1.1,1.069,220,100,12,1020,0,0,-0.085260649
2017/10/4 6:00,0,0,0,0,0,0,3,11,104.13,0,0.107,1.2,1.07,221.1,100,12,1020,0,0,-0.083413981
2017/10/4 6:30,0,0,0,0,0,0,3,11,98.19,0,0.107,1.1,1.07,221.1,100,12,1020,0,0,-0.082371932
2017/10/4 7:00,0,0,0,0,0,0,3,11,92.24,0,0.107,1.1,1.07,224.8,100,12,1020,0,0,-0.324285138
2017/10/4 7:30,22,250,38,22,250,38,1,11,86.33,0,0.107,1.4,1.066,224.8,100,13,1020,0,0,0.102228072
2017/10/4 8:00,43,497,126,43,497,126,1,13,80.49,0,0.107,1.7,1.063,231.5,100,15,1020,0,0,1.855361466
2017/10/4 8:30,58,640,226,58,640,226,0,13,74.76,0,0.107,1.6,1.061,231.5,94.39,16,1020,11.0748,8.5146,5.071111774
2017/10/4 9:00,67,737,329,67,737,329,0,11,69.21,0,0.107,1.6,1.06,246.2,80.46,17,1020,16.9609,13.147,8.617938773
2017/10/4 9:30,75,799,427,75,799,427,0,11,63.87,0,0.107,1.4,1.061,246.2,75.49,18,1020,22.962,17.889,11.9099154
2017/10/4 10:00,80,845,517,80,845,517,0,9,58.85,0,0.107,1.3,1.063,285.5,56.3,19,1020,28.6905,22.4221,14.91276331
2017/10/4 10:30,84,877,597,84,877,597,0,9,54.23,0,0.107,1.5,1.065,285.5,52.9,20,1020,33.9025,26.5492,17.24613037
2017/10/4 11:00,89,897,665,89,897,665,1,6,50.14,0,0.107,1.7,1.069,317.4,41.41,22,1020,38.3975,30.1096,19.20083548
2017/10/4 11:30,92,914,719,92,914,719,0,6,46.72,0,0.107,1.9,1.062,317.4,38.93,22,1020,42.0042,32.9671,20.80057939
2017/10/4 12:00,92,929,759,92,929,759,0,4,44.15,0,0.107,2.1,1.056,326.7,32.2,23,1020,44.6829,35.089,21.74532862
2017/10/4 12:30,93,935,782,93,935,782,0,4,42.57,0,0.107,2.1,1.044,326.7,32.19,23,1020,46.2354,36.3193,22.59029799
2017/10/4 13:00,92,940,790,92,940,790,1,3,42.11,0,0.107,2.2,1.032,331.7,28.89,24,1020,46.7643,36.7378,23.1251146
2017/10/4 13:30,92,937,780,92,937,780,0,3,42.8,0,0.107,2.2,1.024,331.7,28.88,24,1020,46.0892,36.2028,23.30355123
2017/10/4 14:00,94,924,752,94,924,752,1,3,44.58,0,0.107,2.3,1.016,333,28.43,25,1020,44.2167,34.7198,22.73007863
2017/10/4 14:30,92,912,710,92,912,710,0,3,47.33,0,0.107,2.3,1.01,333,28.43,25,1020,41.3974,32.4861,21.8125076
2017/10/4 15:00,88,896,654,88,896,654,0,3,50.89,0,0.107,2.4,1.006,332.3,28.5,25,1020,37.656,29.5216,20.73248739
2017/10/4 15:30,84,872,583,84,872,583,0,3,55.1,0,0.107,2.4,1.004,332.3,28.49,24,1020,32.9764,25.8153,18.98268995
2017/10/4 16:00,79,838,501,79,838,501,0,3,59.81,0,0.107,2.5,1.002,330.8,28.89,24,1020,27.6514,21.5989,16.87426259
2017/10/4 16:30,73,791,408,73,791,408,0,3,64.9,0,0.107,2.5,0.999,330.8,30.69,23,1020,21.7782,16.9529,14.44429979
2017/10/4 17:00,66,720,309,66,720,309,1,4,70.29,0,0.107,2.5,0.997,328.3,31.52,23,1020,15.7777,12.2136,11.40347253
2017/10/4 17:30,55,622,206,55,622,206,0,4,75.89,0,0.107,1.8,0.995,328.3,35.62,21,1020,9.9982,7.6712,7.979600374
2017/10/4 18:00,39,460,106,39,460,106,1,5,81.64,0,0.107,1.2,0.994,318.5,40.95,20,1020,0,0,4.211401574
2017/10/4 18:30,16,189,24,16,189,24,1,5,87.51,0,0.107,1.2,0.99,318.5,46.42,18,1020,0,0,-0.077285273
2017/10/4 19:00,0,0,0,0,0,0,1,6,93.44,0,0.107,1.2,0.987,307.5,54.2,17,1020,0,0,-0.371891088
2017/10/4 19:30,0,0,0,0,0,0,1,6,99.4,0,0.107,1.1,0.981,307.5,57.78,16,1020,0,0,-0.083430842
2017/10/4 20:00,0,0,0,0,0,0,1,7,105.34,0,0.107,1.1,0.975,305.7,66.7,16,1020,0,0,-0.082883945
2017/10/4 20:30,0,0,0,0,0,0,1,7,111.24,0,0.107,1,0.968,305.7,71.18,15,1020,0,0,-0.084357031
2017/10/4 21:00,0,0,0,0,0,0,1,8,117.04,0,0.107,1,0.962,304.4,75.36,15,1020,0,0,-0.083569442
2017/10/4 21:30,0,0,0,0,0,0,1,8,122.69,0,0.107,1,0.955,304.4,75.36,14,1020,0,0,-0.082102066
2017/10/4 22:00,0,0,0,0,0,0,1,9,128.11,0,0.107,1,0.948,299.7,77.69,14,1020,0,0,-0.083018472
2017/10/4 22:30,0,0,0,0,0,0,1,9,133.19,0,0.107,1,0.937,299.7,82.94,14,1020,0,0,-0.084549797
2017/10/4 23:00,0,0,0,0,0,0,1,9,137.82,0,0.107,1,0.926,296.8,83.17,14,1020,0,0,-0.083969577
2017/10/4 23:30,0,0,0,0,0,0,1,9,141.78,0,0.107,1,0.909,296.8,83.16,14,1020,0,0,-0.082356285
2017/10/5 0:00,0,0,0,0,0,0,1,8,144.87,0,0.107,1,0.892,293.1,81.65,14,1020,0,0,-0.085182501
2017/10/5 0:30,0,0,0,0,0,0,1,8,146.8,0,0.107,1,0.873,293.1,81.64,14,1020,0,0,-0.085052464
2017/10/5 1:00,0,0,0,0,0,0,1,8,147.39,0,0.107,1.1,0.854,292.6,79.49,14,1020,0,0,-0.085651022
