date_time,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance 280-440,Global Horizontal UV Irradiance 295-385,pv
2018/10/1 13:30,254,19,268,87,893,756,4,10.8,41.52,0,0.1,2.1,3.3,212,41.5,24.8,1019,15.8882,12.483,7.111931783
2018/10/1 14:00,333,138,433,88,884,731,4,11.2,43.31,0,0.1,2.4,3.3,219,42.38,24.8,1019,25.5504,20.0678,8.641625883
2018/10/1 14:30,322,194,457,86,872,691,4,11.2,46.09,0,0.1,2.4,3.4,224,42.88,24.6,1019,26.7506,20.9983,11.23193533
2018/10/1 15:00,281,256,447,84,854,636,3,11.4,49.69,0,0.1,2.5,3.4,229,44.06,24.4,1019,25.8526,20.275,10.97333793
2018/10/1 15:30,220,399,455,80,830,569,3,11.4,53.93,0,0.1,2.4,3.4,232,45.35,23.9,1018,25.873,20.2635,18.52613533
2018/10/1 16:00,193,385,393,76,799,491,8,11.6,58.68,0,0.1,2.2,3.4,235,47.42,23.4,1018,21.8298,17.0618,16.634958
2018/10/1 16:30,135,474,344,70,754,403,8,11.6,63.81,0,0.1,2.2,3.4,235,47.42,23.4,1018,18.5065,14.4184,15.00519533
2018/10/1 17:00,104,458,266,62,695,309,3,11.9,69.22,4,0.1,1.9,3.4,246,51.77,22.3,1018,13.7119,10.6285,3.507911367
2018/10/1 17:30,76,412,184,54,608,213,4,11.9,74.83,50,0.1,1.7,3.4,258,54.02,21.6,1018,9.011,6.9271,2.357771783
2018/10/1 18:00,50,330,104,41,470,118,3,12.4,80.57,68,0.1,1.5,3.4,270,58.34,20.9,1018,0,0,0.295288138
2018/10/1 18:30,23,122,31,23,229,38,3,12.4,86.34,82,0.1,1.3,3.5,289,60.9,20.2,1018,0,0,-0.192470732
2018/10/1 19:00,0,0,0,0,0,0,8,13,92.48,0,0.1,1,3.5,308,66.71,19.4,1018,0,0,-0.37189022
2018/10/1 19:30,0,0,0,0,0,0,4,13,98.44,0,0.1,0.9,3.5,313,67.55,19.2,1018,0,0,-0.081550543
2018/10/1 20:00,0,0,0,0,0,0,4,13.5,104.38,0,0.1,0.8,3.6,318,70.96,18.9,1018,0,0,-0.082814303
2018/10/1 20:30,0,0,0,0,0,0,4,13.5,110.26,0,0.1,0.6,3.7,324,71.85,18.7,1018,0,0,-0.082136905
2018/10/1 21:00,0,0,0,0,0,0,8,13.8,116.04,0,0.1,0.4,3.8,330,73.66,18.6,1018,0,0,-0.082140313
2018/10/1 21:30,0,0,0,0,0,0,8,13.8,121.66,0,0.1,0.6,3.8,229,74.12,18.5,1018,0,0,-0.083701426
2018/10/1 22:00,0,0,0,0,0,0,4,14.1,127.03,0,0.1,0.8,3.9,129,75.89,18.4,1018,0,0,-0.083205367
2018/10/1 22:30,0,0,0,0,0,0,8,14.1,132.07,0,0.1,1,4,133,75.89,18.4,1018,0,0,-0.083152518
2018/10/1 23:00,0,0,0,0,0,0,8,14.3,136.64,0,0.1,1.3,4.1,137,77.51,18.3,1018,0,0,-0.082798507
2018/10/1 23:30,0,0,0,0,0,0,8,14.3,140.56,0,0.1,1.5,4.1,140,78,18.2,1018,0,0,-0.083185226
2018/10/2 0:00,0,0,0,0,0,0,8,14.5,143.6,0,0.1,1.7,4.2,142,79.39,18.1,1018,0,0,-0.083051387
2018/10/2 0:30,0,0,0,0,0,0,8,14.5,145.52,0,0.1,1.8,4.2,143,79.39,18.1,1018,0,0,-0.08280089
2018/10/2 1:00,0,0,0,0,0,0,8,14.6,146.14,0,0.1,1.8,4.2,144,80.64,18,1018,0,0,-0.082939075
2018/10/2 1:30,0,0,0,0,0,0,8,14.6,145.37,0,0.1,1.8,4.1,144,81.15,17.9,1018,0,0,-0.083253924
2018/10/2 2:00,0,0,0,0,0,0,8,14.6,143.31,0,0.1,1.8,4.1,143,81.23,17.9,1018,0,0,-0.083849613
2018/10/2 2:30,0,0,0,0,0,0,8,14.6,140.16,0,0.1,1.8,4.1,142,81.75,17.8,1018,0,0,-0.084019564
2018/10/2 3:00,0,0,0,0,0,0,8,14.7,136.16,0,0.1,1.7,4.1,142,81.84,17.8,1018,0,0,-0.08441298
2018/10/2 3:30,0,0,0,0,0,0,8,14.7,131.54,0,0.1,1.6,4,144,81.84,17.8,1018,0,0,-0.083806517
2018/10/2 4:00,0,0,0,0,0,0,8,14.7,126.46,0,0.1,1.6,4,147,82.77,17.7,1018,0,0,-0.084456774
2018/10/2 4:30,0,0,0,0,0,0,8,14.7,121.05,0,0.1,1.5,4,148,82.77,17.7,1018,0,0,-0.083902397
2018/10/2 5:00,0,0,0,0,0,0,8,14.8,115.42,0,0.1,1.4,3.9,149,83.3,17.7,1018,0,0,-0.083380641
2018/10/2 5:30,0,0,0,0,0,0,8,14.8,109.63,0,0.1,1.2,3.8,149,83.3,17.7,1018,0,0,-0.083296353
2018/10/2 6:00,0,0,0,0,0,0,4,14.9,103.75,0,0.1,1,3.7,148,83.8,17.7,1019,0,0,-0.083588485
2018/10/2 6:30,0,0,0,0,0,0,4,14.9,97.81,0,0.1,1,3.6,142,83.8,17.7,1019,0,0,-0.082692689
2018/10/2 7:00,0,4,0,3,18,2,4,15,91.87,14,0.1,0.9,3.5,137,84.43,17.7,1019,0,0,-0.082222218
2018/10/2 7:30,7,4,7,26,272,46,4,15,85.76,100,0.1,1,3.5,133,82.85,18,1019,0,0,-0.19107685
2018/10/2 8:00,20,0,20,42,489,127,4,15.6,80,100,0.1,1.1,3.4,129,83.99,18.4,1019,0.9537,0.7267,0.26634266
2018/10/2 8:30,75,47,88,54,621,222,4,15.6,74.29,36,0.1,1.2,3.4,134,79.91,19.2,1019,4.3305,3.3322,1.960363267
2018/10/2 9:00,114,40,129,63,706,319,4,16.2,68.71,4,0.1,1.3,3.4,139,79,20,1019,6.6792,5.1803,5.6814544
2018/10/2 9:30,164,66,194,69,766,412,4,16.3,63.36,18,0.1,1.4,3.4,142,74.29,21,1019,10.4694,8.1595,3.408717933
2018/10/2 10:00,204,196,307,74,809,499,4,16.1,58.29,0,0.1,1.6,3.3,144,69.12,22,1019,17.0891,13.3592,12.27342617
2018/10/2 10:30,201,400,438,78,840,576,4,16.1,53.63,0,0.1,1.8,3.3,148,65.46,22.9,1019,24.939,19.5341,18.02339567
2018/10/2 11:00,235,99,299,81,864,642,4,15.6,49.48,0,0.1,2,3.2,151,59.92,23.8,1019,17.306,13.5731,22.17703783
2018/10/2 11:30,223,499,570,83,879,694,0,15.6,46,0,0.1,2.1,3.2,157,57.47,24.5,1019,33.3743,26.1982,9.428960317
2018/10/2 12:00,100,856,722,86,889,732,0,15,43.37,0,0.1,2.2,3.2,163,53.15,25.2,1018,42.5967,33.4559,20.63077633
2018/10/2 12:30,184,685,695,87,894,754,0,15,41.74,0,0.1,2.2,3.2,172,51.9,25.6,1018,41.1797,32.3527,15.42363283
2018/10/2 13:00,318,185,457,89,894,761,7,14.6,41.24,0,0.1,2.3,3.2,181,49.47,26,1018,27.1118,21.3021,6.791187933
2018/10/2 13:30,242,33,267,91,886,750,6,14.6,41.91,0,0.1,2.3,3.2,192,49.13,26.1,1017,15.8133,12.4233,9.190300717
2018/10/2 14:00,290,344,539,94,872,724,7,14.4,43.7,0,0.1,2.3,3.2,202,48.2,26.2,1017,31.7712,24.9519,12.63293483
2018/10/2 14:30,227,509,578,92,859,684,7,14.4,46.47,0,0.1,2.4,3.2,210,48.48,26.1,1017,33.7935,26.5245,14.50934567
2018/10/2 15:00,220,479,528,90,839,629,7,14.4,50.06,0,0.1,2.5,3.2,218,49.01,25.9,1017,30.496,23.9142,7.265713517
2018/10/2 15:30,241,159,334,86,813,561,4,14.4,54.29,0,0.1,2.7,3.3,224,50.48,25.4,1017,18.9621,14.849,7.1357844
2018/10/2 16:00,188,128,254,82,777,482,4,14.6,59.03,0,0.1,2.9,3.3,229,52.59,25,1017,14.0814,11.0038,4.492370217
2018/10/2 16:30,126,511,349,76,731,395,3,14.6,64.14,0,0.1,2.9,3.3,229,52.59,25,1017,18.7317,14.5903,4.27925775
2018/10/2 17:00,78,601,288,69,662,300,3,15.1,69.54,46,0.1,3.2,3.4,236,59.45,23.5,1017,14.8043,11.4708,3.44164525
2018/10/2 17:30,59,562,203,59,563,203,3,15.1,75.14,100,0.1,3.1,3.4,237,62.76,22.6,1017,9.9146,7.6175,1.519998883
2018/10/2 18:00,45,405,109,44,415,110,3,15.8,80.87,100,0.1,3.1,3.4,239,69.77,21.6,1018,0,0,4.570541
2018/10/2 18:30,22,167,32,23,177,33,3,15.8,86.63,86,0.1,2.9,3.4,239,74.17,20.6,1018,0,0,0.14698808
2018/10/2 19:00,0,0,0,0,0,0,0,16.5,92.78,0,0.1,2.7,3.4,240,82.18,19.6,1019,0,0,-0.083000174
2018/10/2 19:30,0,0,0,0,0,0,3,16.5,98.74,0,0.1,2.3,3.4,237,84.25,19.2,1019,0,0,-0.082201331
2018/10/2 20:00,0,0,0,0,0,0,3,16.6,104.68,0,0.1,2,3.4,234,87.87,18.7,1019,0,0,-0.081952315
2018/10/2 20:30,0,0,0,0,0,0,4,16.6,110.57,0,0.1,1.8,3.3,224,88.42,18.6,1019,0,0,-0.082825983
2018/10/2 21:00,0,0,0,0,0,0,3,16.7,116.35,0,0.1,1.6,3.3,215,89.16,18.5,1020,0,0,-0.08262641
2018/10/2 21:30,0,0,0,0,0,0,3,16.7,121.98,0,0.1,1.4,3.3,207,90.28,18.3,1020,0,0,-0.083086079
2018/10/2 22:00,0,0,0,0,0,0,3,16.6,127.37,0,0.1,1.2,3.3,199,91.18,18.1,1020,0,0,-0.08351374
2018/10/2 22:30,0,0,0,0,0,0,3,16.6,132.42,0,0.1,1.2,3.3,194,92.33,17.9,1020,0,0,-0.083943079
2018/10/2 23:00,0,0,0,0,0,0,4,16.6,137,0,0.1,1.2,3.3,189,93.11,17.7,1020,0,0,-0.083684398
2018/10/2 23:30,0,0,0,0,0,0,4,16.6,140.93,0,0.1,1.3,3.3,187,93.11,17.7,1020,0,0,-0.084046742
2018/10/3 0:00,0,0,0,0,0,0,4,16.5,143.99,0,0.1,1.4,3.3,184,93.28,17.6,1020,0,0,-0.08216795
2018/10/3 0:30,0,0,0,0,0,0,4,16.5,145.92,0,0.1,1.5,3.3,182,93.28,17.6,1020,0,0,-0.083483794
2018/10/3 1:00,0,0,0,0,0,0,4,16.4,146.52,0,0.1,1.6,3.4,180,92.36,17.7,1021,0,0,-0.083860948
2018/10/3 1:30,0,0,0,0,0,0,0,16.4,145.73,0,0.1,1.6,3.4,181,92.94,17.6,1021,0,0,-0.082496094
2018/10/3 2:00,0,0,0,0,0,0,4,16.4,143.64,0,0.1,1.6,3.4,181,92.45,17.6,1021,0,0,-0.083151698
2018/10/3 2:30,0,0,0,0,0,0,4,16.4,140.46,0,0.1,1.6,3.4,182,91.87,17.7,1021,0,0,-0.083322399
2018/10/3 3:00,0,0,0,0,0,0,4,16.3,136.43,0,0.1,1.5,3.4,182,91.2,17.8,1020,0,0,-0.083187545
2018/10/3 3:30,0,0,0,0,0,0,3,16.3,131.78,0,0.1,1.3,3.4,178,91.2,17.8,1020,0,0,-0.08277273
2018/10/3 4:00,0,0,0,0,0,0,3,16.3,126.68,0,0.1,1.2,3.4,174,91.13,17.8,1020,0,0,-0.083125354
2018/10/3 4:30,0,0,0,0,0,0,4,16.3,121.25,0,0.1,1,3.5,166,91.21,17.8,1021,0,0,-0.084260086
2018/10/3 5:00,0,0,0,0,0,0,8,16.3,115.61,0,0.1,0.9,3.5,158,90.86,17.8,1021,0,0,-0.083950308
2018/10/3 5:30,0,0,0,0,0,0,8,16.3,109.81,0,0.1,0.8,3.5,146,90.86,17.8,1021,0,0,-0.083191192
2018/10/3 6:00,0,0,0,0,0,0,8,16.2,103.92,0,0.1,0.7,3.5,134,90.35,17.8,1021,0,0,-0.08339776
2018/10/3 6:30,0,0,0,0,0,0,8,16.2,97.98,0,0.1,0.7,3.5,118,89.78,17.9,1021,0,0,-0.08266941
2018/10/3 7:00,0,0,0,3,18,2,4,16.2,92.04,14,0.1,0.6,3.5,102,88.43,18.1,1021,0,0,-0.0841718
2018/10/3 7:30,6,27,8,25,274,44,3,16.2,85.93,93,0.1,0.7,3.5,93,86.25,18.5,1021,0,0,-0.108044301
2018/10/3 8:00,9,47,17,41,491,125,3,16.2,80.18,89,0.1,0.9,3.6,83,84.95,18.8,1021,0,0,1.141797133
2018/10/3 8:30,22,0,22,52,620,218,3,16.2,74.48,32,0.1,1.1,3.6,93,82.35,19.3,1021,1.0808,0.8313,5.561308833
2018/10/3 9:00,94,109,133,62,701,314,3,15.8,68.92,25,0.1,1.3,3.6,102,78.02,19.7,1021,6.8739,5.33,2.990263167
2018/10/3 9:30,67,70,98,69,758,406,3,15.8,63.58,57,0.1,1.6,3.6,110,75.65,20.2,1021,5.2807,4.1149,6.832120017
2018/10/3 10:00,134,26,148,76,796,491,3,14.9,58.54,50,0.1,1.8,3.6,117,69.6,20.7,1021,8.2272,6.4307,5.37807495
2018/10/3 10:30,176,16,185,90,803,563,3,14.9,53.89,0,0.1,1.9,3.6,126,67.09,21.3,1021,10.5216,8.2406,4.864069983
2018/10/3 11:00,252,113,325,108,796,622,3,14.4,49.77,0,0.1,1.9,3.6,134,62.11,22,1021,18.7911,14.7367,11.0766355
2018/10/3 11:30,269,398,544,112,814,674,3,14.4,46.32,0,0.1,1.9,3.5,149,60.26,22.5,1021,31.8206,24.9767,10.58030345
2018/10/3 12:00,311,333,552,115,825,711,3,14.2,43.72,0,0.1,2,3.5,164,57.36,23.1,1021,32.5357,25.5522,22.13624333
2018/10/3 12:30,331,154,445,117,830,733,4,14.2,42.11,0,0.1,2.1,3.5,182,56.62,23.3,1020,26.3419,20.6941,10.74052763
2018/10/3 13:00,269,28,290,118,830,738,3,14.2,41.63,0,0.1,2.1,3.5,200,56.04,23.5,1020,17.1877,13.5037,3.233423333
2018/10/3 13:30,168,4,171,111,840,732,4,14.2,42.31,0,0.1,2.3,3.6,209,57.06,23.2,1020,10.1172,7.9477,15.92909717
2018/10/3 14:00,166,529,546,99,852,711,0,14.4,44.09,0,0.1,2.5,3.6,218,58.41,23,1020,32.1489,25.2465,17.86722183
2018/10/3 14:30,104,823,667,98,840,672,0,14.4,46.85,0,0.1,2.5,3.6,220,59.84,22.6,1020,38.9503,30.5693,5.5603824
2018/10/3 15:00,177,284,358,94,822,618,3,14.7,50.42,0,0.1,2.6,3.6,221,61.99,22.3,1020,20.6496,16.1912,3.056808433
2018/10/3 15:30,103,0,103,88,800,551,4,14.7,54.65,0,0.1,2.5,3.6,217,62.75,22.1,1020,5.8381,4.5711,2.204639417
2018/10/3 16:00,73,27,87,82,770,474,4,14.9,59.37,0,0.1,2.5,3.6,214,64.91,21.8,1020,4.8139,3.7611,3.93697325
2018/10/3 16:30,96,443,287,76,722,387,0,14.9,64.47,0,0.1,2.5,3.6,214,64.91,21.8,1020,15.3676,11.9668,15.85975167
2018/10/3 17:00,75,598,281,67,663,295,0,15,69.86,0,0.1,2.3,3.5,205,66.96,21.4,1020,14.4035,11.1559,3.40721175
2018/10/3 17:30,77,367,169,55,579,200,3,15,75.45,54,0.1,2.1,3.5,203,69.04,20.9,1020,8.2322,6.3213,6.137108783
2018/10/3 18:00,41,418,105,41,439,108,0,15.1,81.17,7,0.1,2,3.4,201,71.05,20.5,1020,0,0,5.945276033
2018/10/3 18:30,21,183,31,21,195,32,0,15.1,86.91,7,0.1,1.7,3.4,203,74.72,19.7,1021,0,0,-0.136144042
2018/10/3 19:00,0,0,0,0,0,0,0,15.2,93.08,0,0.1,1.3,3.3,206,79.19,18.9,1021,0,0,-0.391988095
2018/10/3 19:30,0,0,0,0,0,0,0,15.2,99.03,0,0.1,1.3,3.2,208,81.19,18.5,1021,0,0,-0.083293049
2018/10/3 20:00,0,0,0,0,0,0,0,15.4,104.98,0,0.1,1.2,3.2,211,84.07,18.1,1021,0,0,-0.083521428
2018/10/3 20:30,0,0,0,0,0,0,0,15.4,110.87,0,0.1,1.2,3.1,214,85.67,17.8,1021,0,0,-0.084506018
2018/10/3 21:00,0,0,0,0,0,0,0,15.5,116.66,0,0.1,1.1,3.1,217,88.24,17.5,1022,0,0,-0.083829985
2018/10/3 21:30,0,0,0,0,0,0,0,15.5,122.29,0,0.1,1.1,3,221,89.36,17.3,1022,0,0,-0.084069295
2018/10/3 22:00,0,0,0,0,0,0,0,15.7,127.7,0,0.1,1,3,224,91.78,17,1022,0,0,-0.082634816
2018/10/3 22:30,0,0,0,0,0,0,3,15.7,132.76,0,0.1,1,2.9,226,92.36,16.9,1022,0,0,-0.083105037
2018/10/3 23:00,0,0,0,0,0,0,3,15.7,137.36,0,0.1,1,2.9,227,93.8,16.7,1022,0,0,-0.084071552
2018/10/3 23:30,0,0,0,0,0,0,0,15.7,141.31,0,0.1,0.9,2.8,224,94.4,16.6,1022,0,0,-0.083729776
2018/10/4 0:00,0,0,0,0,0,0,0,15.7,144.38,0,0.1,0.9,2.8,221,95.05,16.5,1022,0,0,-0.083819826
2018/10/4 0:30,0,0,0,0,0,0,0,15.7,146.31,0,0.1,0.9,2.8,215,95.05,16.5,1022,0,0,-0.084196616
2018/10/4 1:00,0,0,0,0,0,0,0,15.7,146.91,0,0.1,0.9,2.7,209,95.61,16.4,1022,0,0,-0.085767875
2018/10/4 1:30,0,0,0,0,0,0,0,15.7,146.1,0,0.1,0.9,2.7,205,95,16.5,1022,0,0,-0.084984422
2018/10/4 2:00,0,0,0,0,0,0,0,15.7,143.97,0,0.1,1,2.7,200,94.52,16.6,1022,0,0,-0.083619179
2018/10/4 2:30,0,0,0,0,0,0,0,15.7,140.76,0,0.1,1,2.6,198,94.52,16.6,1022,0,0,-0.084127926
2018/10/4 3:00,0,0,0,0,0,0,0,15.7,136.7,0,0.1,1.1,2.6,197,94.41,16.6,1022,0,0,-0.083782863
2018/10/4 3:30,0,0,0,0,0,0,0,15.7,132.02,0,0.1,1.1,2.6,199,95.01,16.5,1022,0,0,-0.084473427
2018/10/4 4:00,0,0,0,0,0,0,0,15.6,126.89,0,0.1,1.1,2.5,202,94.79,16.4,1022,0,0,-0.082754634
2018/10/4 4:30,0,0,0,0,0,0,0,15.6,121.45,0,0.1,1.2,2.5,208,95.39,16.3,1022,0,0,-0.082799466
2018/10/4 5:00,0,0,0,0,0,0,0,15.4,115.8,0,0.1,1.2,2.5,214,95.2,16.2,1023,0,0,-0.084757024
2018/10/4 5:30,0,0,0,0,0,0,0,15.4,109.99,0,0.1,1.2,2.5,220,95.2,16.2,1023,0,0,-0.084072566
2018/10/4 6:00,0,0,0,0,0,0,0,15.3,104.1,0,0.1,1.3,2.5,226,94.33,16.2,1023,0,0,-0.084961168
2018/10/4 6:30,0,0,0,0,0,0,0,15.3,98.16,0,0.1,1.4,2.5,231,93.14,16.4,1023,0,0,-0.084483478
2018/10/4 7:00,3,15,2,3,15,2,0,15.2,92.21,0,0.1,1.4,2.5,236,92.21,16.5,1024,0,0,-0.08513068
2018/10/4 7:30,26,255,43,26,255,43,0,15.2,86.1,0,0.1,1.8,2.6,239,89.34,17,1024,0,0,-0.082122285
2018/10/4 8:00,30,363,91,44,480,124,0,15.3,80.36,21,0.1,2.1,2.6,242,87.55,17.4,1024,0,0,0.562247913
2018/10/4 8:30,54,116,85,56,618,219,3,15.3,74.67,25,0.1,2.2,2.6,245,85.46,17.8,1025,4.1686,3.2055,3.379823633
2018/10/4 9:00,109,155,164,65,705,316,3,15.2,69.13,79,0.1,2.3,2.7,249,82.97,18.1,1025,8.4606,6.5587,9.0188976
2018/10/4 9:30,92,385,262,70,767,409,0,15.2,63.8,21,0.1,2.5,2.8,254,79.92,18.7,1025,14.096,10.9823,8.655905933
2018/10/4 10:00,140,126,205,76,811,496,4,14.7,58.78,0,0.1,2.6,2.8,258,75.16,19.2,1025,11.3807,8.8946,17.62086267
2018/10/4 10:30,213,34,233,79,840,571,4,14.7,54.16,0,0.1,2.8,2.9,263,72.87,19.7,1025,13.2358,10.3652,7.0938128
2018/10/4 11:00,276,67,319,83,860,635,4,14.2,50.06,0,0.1,3,3,269,69.06,20.1,1025,18.4247,14.4481,7.04462025
2018/10/4 11:30,308,92,371,86,874,686,8,14.3,46.64,0,0.1,3.2,3.1,275,68.22,20.3,1025,21.6794,17.0155,12.30734367
2018/10/4 12:00,317,88,380,88,882,722,4,14,44.06,0,0.1,3.4,3.2,282,66.28,20.5,1025,22.3766,17.5724,24.48135867
2018/10/4 12:30,285,41,315,90,886,743,4,14,42.48,0,0.1,3.6,3.2,287,65.88,20.6,1025,18.6286,14.6336,9.446909933
2018/10/4 13:00,347,170,473,91,886,749,4,13.7,42.01,0,0.1,3.8,3.3,293,64.4,20.7,1025,28.0066,22.0023,16.84575383
2018/10/4 13:30,229,547,631,98,868,736,0,13.7,42.7,0,0.1,4,3.2,295,64.4,20.7,1025,37.2948,29.2955,15.72258917
2018/10/4 14:00,174,668,651,107,841,707,0,13.4,44.48,0,0.1,4.2,3.2,298,62.82,20.7,1025,38.289,30.0659,9.622733267
2018/10/4 14:30,160,675,618,104,831,668,0,13.4,47.23,0,0.1,4.2,3.2,299,63.6,20.5,1025,36.0449,28.2865,19.31923683
2018/10/4 15:00,105,799,610,99,816,615,0,12.9,50.79,0,0.1,4.2,3.1,300,62.51,20.3,1025,35.136,27.5468,23.81811433
2018/10/4 15:30,92,796,549,92,796,549,0,12.9,55,0,0.1,4.1,3,299,63.68,20,1025,31.0677,24.3221,19.19963983
2018/10/4 16:00,86,768,473,86,768,473,0,12.5,59.71,0,0.1,4,2.9,299,63.17,19.7,1024,26.1211,20.4048,16.9589415
2018/10/4 16:30,79,719,385,79,719,385,0,12.5,64.8,0,0.1,4,2.9,299,63.17,19.7,1024,20.5656,16.0103,14.34026733
2018/10/4 17:00,69,660,293,69,660,293,0,12.2,70.17,0,0.1,3.8,2.7,299,64.97,18.9,1024,14.9769,11.5955,11.31207667
2018/10/4 17:30,57,574,198,57,574,198,0,12.2,75.75,0,0.1,3.7,2.5,301,67.45,18.3,1024,9.6208,7.3836,9.85657505
2018/10/4 18:00,42,427,105,42,427,105,0,11.9,81.47,0,0.1,3.6,2.4,303,69.03,17.6,1025,0,0,4.193448017
2018/10/4 18:30,20,162,28,20,162,28,0,11.8,87.19,0,0.1,3.5,2.3,305,72.14,16.9,1025,0,0,-0.086001516
2018/10/4 19:00,0,0,0,0,0,0,0,11.7,93.37,0,0.1,3.3,2.2,307,74.75,16.2,1025,0,0,-0.38273384
2018/10/4 19:30,0,0,0,0,0,0,0,11.7,99.33,0,0.1,3.2,2,307,76.68,15.8,1025,0,0,-0.082916067
2018/10/4 20:00,0,0,0,0,0,0,0,11.8,105.27,0,0.1,3,1.9,307,78.97,15.4,1025,0,0,-0.083369148
2018/10/4 20:30,0,0,0,0,0,0,0,11.8,111.17,0,0.1,2.8,1.8,306,80.58,15.1,1026,0,0,-0.082916574
2018/10/4 21:00,0,0,0,0,0,0,0,11.9,116.97,0,0.1,2.5,1.7,304,83.45,14.7,1026,0,0,-0.085511251
2018/10/4 21:30,0,0,0,0,0,0,0,11.9,122.61,0,0.1,2.4,1.6,302,85.08,14.4,1026,0,0,-0.083545969
2018/10/4 22:00,0,0,0,0,0,0,0,12.2,128.02,0,0.1,2.3,1.5,300,88.26,14.1,1026,0,0,-0.085676748
